tambon_th,tambon_en,province_th,province_en,latitude,longitude,st_no,men,women
แม่เจดีย์,MaeChedi,เชียงราย,Chiang Rai,19.164,99.367,11,6,5
น้ำรอบ,NamRop,อุทัยธานี,Uthai Thani,15.534,99.605,13,4,9
แม่ยวมน้อย,MaeYuamNoi,แม่ฮ่องสอน,Mae Hong Son,18.742,98.051,7,7,0
บางพระ,BangPhra,ชลบุรี,Chon Buri,13.223,101.007,129,77,52
บางพระ,BangPhra,ชลบุรี,Chon Buri,13.223,101.007,51,37,14
ลาดตะเคียน,LatTakhian,ปราจีนบุรี,Prachin Buri,13.873,101.658,16,9,7
ลาดตะเคียน,LatTakhian,ปราจีนบุรี,Prachin Buri,13.873,101.658,8,3,5
โซง,Song,อุบลราชธานี,Ubon Ratchathani,14.46,104.947,11,6,5
โซง,Song,อุบลราชธานี,Ubon Ratchathani,14.46,104.947,15,8,7
โคกก่ง,KhokKong,อำนาจเจริญ,Amnat Charoen,16.066,104.97,45,14,31
นาหูกวาง,NaHuKwang,ประจวบคีรีขันธ์,Prachuap Khiri Khan,11.537,99.499,166,90,76
เขาค้อ,KhaoKho,เพชรบูรณ์,Phetchabun,16.631,100.999,243,128,115
ด่านมะขามเตี้ย,DanMakhamTia,กาญจนบุรี,Kanchanaburi,13.836,99.388,45,27,18
ด่านมะขามเตี้ย,DanMakhamTia,กาญจนบุรี,Kanchanaburi,13.836,99.388,33,24,9
วังชิ้น,WangChin,แพร่,Phrae,17.861,99.647,4,4,0
วังชิ้น,WangChin,แพร่,Phrae,17.861,99.647,5,5,0
แม่แวน,MaeWaen,เชียงใหม่,Chiang Mai,19.303,99.261,68,33,35
มาโมง,MaMong,นราธิวาส,Narathiwat,5.876,101.764,8,2,6
มาโมง,MaMong,นราธิวาส,Narathiwat,5.876,101.764,3,0,3
เพหลา,Phela,กระบี่,Krabi,8.075,99.139,20,9,11
โคกหาร,KhokHan,กระบี่,Krabi,8.188,99.252,6,3,3
บ้านหลวง,BanLuang,เชียงใหม่,Chiang Mai,19.871,99.343,873,421,452
เขาไชยราช,KhaoChaiyarat,ชุมพร,Chumphon,10.939,99.349,59,32,27
สันติคีรี,SantiKhiri,แม่ฮ่องสอน,Mae Hong Son,18.508,97.992,6,4,2
บ่อพลอย,BoPhloi,ตราด,Trat,12.604,102.559,135,59,76
บ่อพลอย,BoPhloi,ตราด,Trat,12.604,102.559,246,125,121
คลองหอยโข่ง,KhlongHoiKhong,สงขลา,Songkhla,6.83,100.313,92,41,51
กฤษณา,Kritsana,นครราชสีมา,Nakhon Ratchasima,15.046,101.556,6,2,4
แม่ปาน,MaePan,แพร่,Phrae,17.986,99.871,0,0,0
ศรีเทพ,SiThep,เพชรบูรณ์,Phetchabun,15.439,101.14,11,5,6
ทับกุง,ThapKung,อุดรธานี,Udon Thani,17.182,102.737,24,19,5
บ้านคา,BanKha,ราชบุรี,Ratchaburi,13.418,99.386,863,511,352
ศรีคีรีมาศ,SiKhiriMat,สุโขทัย,Sukhothai,16.827,99.706,3,2,1
หนองบัว,NongBua,กาฬสินธุ์,Kalasin,16.728,103.376,3,0,3
ทุ่งกระเซาะ,ThungKracho,ตาก,Tak,16.973,98.967,8,3,5
สองคอน,SongKhon,อุตรดิตถ์,Uttaradit,17.955,100.906,4,1,3
สองคอน,SongKhon,อุตรดิตถ์,Uttaradit,17.955,100.906,0,0,0
ส้านนาหนองใหม่,SannaNongMai,น่าน,Nan,18.531,100.996,11,6,5
จันทึก,ChanThuek,นครราชสีมา,Nakhon Ratchasima,14.806,101.456,28,19,9
ช้างซ้าย,ChangSai,สุราษฎร์ธานี,Surat Thani,9.02,99.478,20,11,9
หนองสะโน,NongSano,อุบลราชธานี,Ubon Ratchathani,14.771,105.288,37,15,22
เหล,Le,พังงา,Phang-nga,8.734,98.507,26,18,8
เมืองมาย,MueangMai,ลำปาง,Lampang,18.645,99.725,15,9,6
แม่แฝกใหม่,MaeFaekMai,เชียงใหม่,Chiang Mai,19.026,99.007,178,92,86
เกาะสาหร่าย,KoSarai,สตูล,Satun,6.628,99.647,6,4,2
คลองม่วง,KhlongMuang,นครราชสีมา,Nakhon Ratchasima,14.647,101.649,169,79,90
ลิพัง,LiPhang,ตรัง,Trang,7.184,99.81,4,3,1
คำบง,KhamBong,กาฬสินธุ์,Kalasin,16.758,103.912,7,4,3
ดอนยาง,DonYang,ชุมพร,Chumphon,10.861,99.354,41,22,19
ดอนยาง,DonYang,ชุมพร,Chumphon,10.861,99.354,89,35,54
อิปุ่ม,IPum,เลย,Loei,17.187,101.254,0,0,0
นาโป่ง,NaPong,ลำปาง,Lampang,17.651,99.116,7,1,6
โนนสมบูรณ์,NonSombun,นครราชสีมา,Nakhon Ratchasima,14.278,102.398,6,5,1
โนนสมบูรณ์,NonSombun,นครราชสีมา,Nakhon Ratchasima,14.278,102.398,13,10,3
แม่ลาว,MaeLao,พะเยา,Phayao,19.432,100.451,16,6,10
สะเมิงเหนือ,SamoengNuea,เชียงใหม่,Chiang Mai,18.977,98.739,33,14,19
ทับปริก,ThapPrik,กระบี่,Krabi,8.203,98.886,29,16,13
ห้วยโรง,HuaiRong,แพร่,Phrae,18.432,100.513,28,11,17
หนองกุลา,NongKula,พิษณุโลก,Phitsanulok,16.636,99.96,46,14,32
กุดประทาย,KutPrathai,อุบลราชธานี,Ubon Ratchathani,14.966,105.196,12,3,9
ศรีถ้อย,SiThoi,เชียงราย,Chiang Rai,19.677,99.317,297,158,139
ภูน้ำหยด,,เพชรบูรณ์,Phetchabun,15.53,100.92,1,0,1
บ้านเป้า,BanPao,เชียงใหม่,Chiang Mai,19.218,99.047,541,285,256
เมืองงาย,MueangNgai,เชียงใหม่,Chiang Mai,19.477,98.833,344,171,173
เมืองงาย,MueangNgai,เชียงใหม่,Chiang Mai,19.477,98.833,142,82,60
บ้านแหง,BanHaeng,ลำปาง,Lampang,18.782,100.054,26,16,10
ห้วยแร้ง,HuaiRaeng,ตราด,Trat,12.387,102.56,109,54,55
ปากแพรก,PakPhraek,สุราษฎร์ธานี,Surat Thani,9.134,99.701,85,55,30
แม่สรวย,MaeSaruai,เชียงราย,Chiang Rai,19.676,99.56,360,175,185
แม่สรวย,MaeSaruai,เชียงราย,Chiang Rai,19.676,99.56,96,52,44
ห้วยใหญ่,HuaiYai,ชลบุรี,Chon Buri,12.835,100.985,274,220,54
ห้วยใหญ่,HuaiYai,ชลบุรี,Chon Buri,12.835,100.985,0,0,0
แม่งอน,MaeNgon,เชียงใหม่,Chiang Mai,19.793,99.124,5558,2886,2672
แม่แดด,แม่แดด,เชียงใหม่,Chiang Mai,18.936,98.38,10,7,3
แม่กา,MaeKa,พะเยา,Phayao,19.049,99.917,62,32,30
ลำไพล,LamPhli,สงขลา,Songkhla,6.721,100.93,49,30,19
ลุ่มสุ่ม,LumSum,กาญจนบุรี,Kanchanaburi,14.104,99.133,1552,890,662
ลุ่มสุ่ม,LumSum,กาญจนบุรี,Kanchanaburi,14.104,99.133,170,107,63
หนองหญ้าปล้อง,NongYaPlong,เพชรบุรี,Phetchaburi,13.201,99.709,30,13,17
โป่ง,Pong,เลย,Loei,17.156,101.198,8,1,7
แก่งหางแมว,KaengHangMaeo,จันทบุรี,Chanthaburi,12.982,101.929,111,60,51
บ้านไร่,BanRai,นครสวรรค์,Nakhon Sawan,15.873,99.791,4,3,1
บางขัน,BangKhan,นครศรีธรรมราช,Nakhon Si Thammarat,8.069,99.422,8,5,3
หนองกราด,NongKrat,นครราชสีมา,Nakhon Ratchasima,15.348,101.667,7,5,2
หนองกราด,NongKrat,นครราชสีมา,Nakhon Ratchasima,15.348,101.667,7,5,2
นายาง,NaYang,ลำปาง,Lampang,17.904,99.266,2,1,1
โนนหมากเค็ง,NonMakKheng,สระแก้ว,Sa kaeo,13.824,102.315,19,9,10
ยอด,Yot,น่าน,Nan,19.384,100.567,27,12,15
บ้านต้อง,,บึงกาฬ,Bueng Kan,18.099,103.946,20,16,4
บ้านโตก,BanTok,เพชรบูรณ์,Phetchabun,16.347,101.056,16,16,0
ตันหยงโป,TanyongPo,สตูล,Satun,6.589,99.936,1,1,0
ผักขวง,PhakKhuang,อุตรดิตถ์,Uttaradit,17.535,100.415,2,2,0
ลวงเหนือ,LuangNuea,เชียงใหม่,Chiang Mai,18.965,99.141,72,51,21
ลวงเหนือ,LuangNuea,เชียงใหม่,Chiang Mai,18.965,99.141,1,0,1
มิตรภาพ,Mittraphap,สระบุรี,Saraburi,14.474,101.213,32,24,8
มิตรภาพ,Mittraphap,สระบุรี,Saraburi,14.474,101.213,11,7,4
เขากะลา,KhaoKala,นครสวรรค์,Nakhon Sawan,15.542,100.316,8,7,1
ศาลาลัย,SalaLai,ประจวบคีรีขันธ์,Prachuap Khiri Khan,12.271,99.593,63,31,32
ศาลาลัย,SalaLai,ประจวบคีรีขันธ์,Prachuap Khiri Khan,12.271,99.593,18,10,8
พระเพลิง,PhraPhloeng,สระแก้ว,Sa kaeo,13.596,102.042,38,28,10
บ้านมาง,BanMang,พะเยา,Phayao,18.869,100.22,19,8,11
บ้านมาง,BanMang,พะเยา,Phayao,18.869,100.22,2,0,2
กระบี่น้อย,KrabiNoi,กระบี่,Krabi,8.176,98.959,34,18,16
เมืองเก่า,MueangKao,สุโขทัย,Sukhothai,17.021,99.682,6,5,1
เมืองเก่า,MueangKao,สุโขทัย,Sukhothai,17.021,99.682,6,6,0
ทัพไทย,ThapThai,สระแก้ว,Sa kaeo,14.123,102.845,74,36,38
นาสัก,NaSak,ชุมพร,Chumphon,10.177,99,30,17,13
นาหนองทุ่ม,NaNongThum,ขอนแก่น,Khon Kaen,16.767,101.98,15,14,1
วังข่อย,WangKhoi,นครสวรรค์,Nakhon Sawan,15.598,100.761,4,0,4
ห้วยยาง,HuaiYang,อุบลราชธานี,Ubon Ratchathani,15.467,105.455,118,41,77
ปัถวี,Patthawi,จันทบุรี,Chanthaburi,12.743,102.272,20,10,10
นาโสก,NaSok,มุกดาหาร,Mukdahan,16.487,104.522,21,10,11
ธาตุ,That,เลย,Loei,17.738,101.847,75,24,51
ไผ่เขียว,PhaiKhiao,อุทัยธานี,Uthai Thani,15.623,99.762,5,1,4
ท่าขนอน,ThaKhanon,สุราษฎร์ธานี,Surat Thani,9.075,98.874,52,19,33
ท่าขนอน,ThaKhanon,สุราษฎร์ธานี,Surat Thani,9.075,98.874,11,6,5
หนองย่างเสือ,NongYangSuea,สระบุรี,Saraburi,14.789,101.27,13,6,7
ปอน,Pon,น่าน,Nan,19.535,100.975,37,14,23
สุไหงปาดี,Su-NgaiPadi,นราธิวาส,Narathiwat,6.161,101.931,8,7,1
สำโรงชัย,SamrongChai,นครสวรรค์,Nakhon Sawan,15.524,100.633,6,3,3
นาสัก,NaSak,ลำปาง,Lampang,18.343,99.836,2,1,1
เมืองยาว,MueangYao,ลำปาง,Lampang,18.269,99.2,14,9,5
บ้านฝาย,BanFai,อุตรดิตถ์,Uttaradit,17.74,100.758,23,8,15
บ้านค้อ,BanKho,นครพนม,Nakhon Phanom,17.473,104.264,6,3,3
เกาะหมาก,KoMak,พัทลุง,Phatthalung,7.435,100.329,3,2,1
โนนสะอาด,NonSa-At,หนองบัวลำภู,Nong Bua Lam Phu,16.977,102.176,11,6,5
กันทรอม,KanThrom,ศรีสะเกษ,Si Sa Ket,14.575,104.353,3,2,1
พรุเตียว,PhruTiao,กระบี่,Krabi,8.258,99.128,14,5,9
สระขวัญ,SaKhwan,สระแก้ว,Sa kaeo,13.763,102.008,56,26,30
แม่นางขาว,MaeNangKhao,พังงา,Phang-nga,9.154,98.404,20,6,14
แม่นางขาว,MaeNangKhao,พังงา,Phang-nga,9.154,98.404,11,6,5
ทุ่งกระบ่ำ,ThungKrabam,กาญจนบุรี,Kanchanaburi,14.616,99.586,8,5,3
แก้มอ้น,KaemOn,ราชบุรี,Ratchaburi,13.74,99.428,32,15,17
ทัพหลวง,ThapLuang,อุทัยธานี,Uthai Thani,15.054,99.603,1,1,0
แม่หอพระ,MaeHoPhra,เชียงใหม่,Chiang Mai,19.117,99.072,138,77,61
วังใหม่,WangMai,สระแก้ว,Sa kaeo,13.413,102.039,30,12,18
สำโรง,Samrong,อุบลราชธานี,Ubon Ratchathani,15.728,105.494,145,54,91
สลุย,Salui,ชุมพร,Chumphon,10.835,99.233,99,51,48
บ้านลำนาว,BanLamnao,นครศรีธรรมราช,Nakhon Si Thammarat,7.968,99.417,33,18,15
อวน,Ouan,น่าน,Nan,19.029,100.998,6,0,6
วังหิน,WangHin,ตาก,Tak,16.786,99.231,31,17,14
บางหิน,BangHin,ระนอง,Ranong,9.525,98.581,69,39,30
ควนทอง,KhuanThong,นครศรีธรรมราช,Nakhon Si Thammarat,9.181,99.782,43,21,22
ปลาบ่า,PlaBa,เลย,Loei,17.318,101.439,26,10,16
ท่าด้วง,ThaDuang,เพชรบูรณ์,Phetchabun,16.001,101.301,1,0,1
ลี้,Li,ลำพูน,Lamphun,17.79,98.986,15,4,11
ลี้,Li,ลำพูน,Lamphun,17.79,98.986,22,7,15
ห้วยบ่อซืน,HuaiBoSuen,เลย,Loei,17.73,101.986,45,19,26
ร่องเคาะ,RongKho,ลำปาง,Lampang,18.992,99.601,907,431,476
ทุ่งกว๋าว,ThungKhwao,ลำปาง,Lampang,18.57,99.47,4,1,3
จันทร์เพ็ญ,ChanPhen,สกลนคร,Sakon Nakhon,16.925,104.155,4,3,1
ตะปาน,Tapan,สุราษฎร์ธานี,Surat Thani,8.866,99.087,13,4,9
ปาดังเบซาร์,PaDangbesa,สงขลา,Songkhla,6.74,100.241,51,27,24
ปาดังเบซาร์,PaDangbesa,สงขลา,Songkhla,6.74,100.241,60,33,27
ฝายกวาง,FaiKwang,พะเยา,Phayao,19.394,100.244,42,18,24
ลาดแค,LatKhae,เพชรบูรณ์,Phetchabun,15.983,100.839,6,4,2
ป่าเมี่ยง,PaMiang,เชียงใหม่,Chiang Mai,18.935,99.243,85,55,30
ทุ่งตำเสา,ThungTamSao,สงขลา,Songkhla,6.9,100.244,24,13,11
ปวนพุ,PuanPhu,เลย,Loei,17.031,101.741,5,5,0
นาสนุ่น,NaSanun,เพชรบูรณ์,Phetchabun,15.527,101.136,4,2,2
หน้าเขา,NaKhao,กระบี่,Krabi,8.343,98.966,35,18,17
บ้านเจียง,BanChiang,ชัยภูมิ,Chaiyaphum,16.131,101.375,5,1,4
วังน้ำลัด,WangNamLat,นครสวรรค์,Nakhon Sawan,15.709,100.666,5,2,3
ท่าลี่,ThaLi,เลย,Loei,17.573,101.412,73,35,38
ท่าลี่,ThaLi,เลย,Loei,17.573,101.412,12,3,9
แม่คะตวน,MaeKhatuan,แม่ฮ่องสอน,Mae Hong Son,18.003,97.981,38,14,24
หนองแม่นา,NongMaeNa,เพชรบูรณ์,Phetchabun,16.578,100.898,6,3,3
ปากช่อง,PakChong,นครราชสีมา,Nakhon Ratchasima,14.722,101.363,67,44,23
ปากช่อง,PakChong,นครราชสีมา,Nakhon Ratchasima,14.722,101.363,239,132,107
ในเมือง,,ขอนแก่น,Khon Kaen,16.742,102.259,,,
ยางสาว,YangSao,เพชรบูรณ์,Phetchabun,15.755,101.216,11,7,4
วังซ่าน,WangSan,นครสวรรค์,Nakhon Sawan,15.859,99.644,5,5,0
คันธุลี,KhanThuli,สุราษฎร์ธานี,Surat Thani,9.661,99.088,8,4,4
คลองกระจัง,KhlongKrachang,เพชรบูรณ์,Phetchabun,15.37,101.164,22,14,8
บ้านจันทร์,บ้านจันทร์,เชียงใหม่,Chiang Mai,19.11,98.281,11,7,4
โคกตูม,KhokTum,ลพบุรี,Lop Buri,14.866,100.817,13,6,7
นาทัน,NaThan,กาฬสินธุ์,Kalasin,17.024,103.613,1,0,1
แม่สาบ,MaeSap,เชียงใหม่,Chiang Mai,18.945,98.641,23,13,10
น้ำแคม,NamKhaem,เลย,Loei,17.676,101.527,253,93,160
ท่าชะมวง,ThaChaMuang,สงขลา,Songkhla,7.132,100.106,13,10,3
พรุดินนา,PhruDinNa,กระบี่,Krabi,8.06,99.219,12,8,4
โชคชัย,ChokChai,เชียงราย,Chiang Rai,20.134,100.193,125,64,61
วังจันทร์,WangChan,ตาก,Tak,17.275,99.147,5,3,2
มะเกลือเก่า,MaklueaKao,นครราชสีมา,Nakhon Ratchasima,14.779,101.805,6,3,3
ทุ่งมหาเจริญ,ThungMahacharoen,สระแก้ว,Sa kaeo,13.482,102.009,81,44,37
เขาหินซ้อน,KhaoHinSon,ฉะเชิงเทรา,Chachoengsao,13.75,101.494,74,34,40
เขาหินซ้อน,KhaoHinSon,ฉะเชิงเทรา,Chachoengsao,13.75,101.494,4,2,2
ห้วยพิชัย,HuaiPhichai,เลย,Loei,18.017,101.971,104,49,55
ละอุ่นเหนือ,La-UnNuea,ระนอง,Ranong,10.027,98.806,5,3,2
ตะโหมด,Tanot,พัทลุง,Phatthalung,7.278,100.007,1,0,1
ตะโหมด,Tanot,พัทลุง,Phatthalung,7.278,100.007,0,0,0
ทุ่งนุ้ย,ThungNui,สตูล,Satun,6.871,100.144,1,0,1
นาด้วง,NaDuang,เลย,Loei,17.5,102.043,10,5,5
นาด้วง,NaDuang,เลย,Loei,17.5,102.043,20,11,9
แม่เมาะ,MaeMo,ลำปาง,Lampang,18.297,99.668,0,0,0
แม่เมาะ,MaeMo,ลำปาง,Lampang,18.297,99.668,25,14,11
ปางสวรรค์,PangSawan,นครสวรรค์,Nakhon Sawan,15.688,99.56,1,1,0
คลองเคียน,KhlongKhian,พังงา,Phang-nga,8.179,98.455,32,15,17
ปริก,Prik,สงขลา,Songkhla,6.694,100.473,71,36,35
ปริก,Prik,สงขลา,Songkhla,6.694,100.473,10,9,1
แม่ต้าน,MaeTan,ตาก,Tak,17.268,98.275,1825,972,853
